HS 2007 code,HS 2007 title,HS 2012 code,HS 2012 title,FCL Item code,FCL Title,Last update: 12 May 2014
050400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked.",050400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked.",0948,"Offals of buffalo, edible",
050400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked.",050400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked.",0978,"Offals of sheep, edible",
050400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked.",050400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked.",1018,"Offals of goats, edible",
050400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked.",050400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked.",1293,Crude Organic Materials nes,
050400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked.",050400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked.",1036,"Offals of pigs, edible",
050510,- Feathers of a kind used for stuffing; down,050510,- Feathers of a kind used for stuffing; down,1293,Crude Organic Materials nes,
050590,- Other,050590,- Other,1293,Crude Organic Materials nes,
050610,- Ossein and bones treated with acid,050610,- Ossein and bones treated with acid,1293,Crude Organic Materials nes,
050690,- Other,050690,- Other,1293,Crude Organic Materials nes,
050710,- Ivory; ivory powder and waste,050710,- Ivory; ivory powder and waste,1293,Crude Organic Materials nes,
050790,- Other,050790,- Other,1293,Crude Organic Materials nes,
050800,"Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinode rms and cuttle-bone, unworked or simply prepared but not cut to shape, powder and waste thereof",050800,"Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinode rms and cuttle-bone, unworked or simply prepared but not cut to shape, powder and waste thereof",1293,Crude Organic Materials nes,
051000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved.",051000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved.",1293,Crude Organic Materials nes,
051110,- Bovine semen,051110,- Bovine semen,1293,Crude Organic Materials nes,
051191,"-- Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of Chapter 3",051191,"-- Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of Chapter 3",1293,Crude Organic Materials nes,
051199,-- Other,051199,-- Other,1293,Crude Organic Materials nes,
060110,"- Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant",060110,"- Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant",1293,Crude Organic Materials nes,
060120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory plants and roots",060120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory plants and roots",1293,Crude Organic Materials nes,
060210,- Unrooted cuttings and slips,060210,- Unrooted cuttings and slips,1293,Crude Organic Materials nes,
060220,"- Trees, shrubs and bushes, grafted or not, of kinds which bear edible fruit or nuts",060220,"- Trees, shrubs and bushes, grafted or not, of kinds which bear edible fruit or nuts",1293,Crude Organic Materials nes,
060230,"- Rhododendrons and azaleas, grafted or not",060230,"- Rhododendrons and azaleas, grafted or not",1293,Crude Organic Materials nes,
060240,#NAME?,060240,"- Roses, grafted or not",1293,Crude Organic Materials nes,
060290,- Other,060290,- Other,1293,Crude Organic Materials nes,
060311,-- Roses,060311,-- Roses,1293,Crude Organic Materials nes,
060312,-- Carnations,060312,-- Carnations,1293,Crude Organic Materials nes,
060313,-- Orchids,060313,-- Orchids,1293,Crude Organic Materials nes,
060314,-- Chrysanthemums,060314,-- Chrysanthemums,1293,Crude Organic Materials nes,
060319,-- Other,060315,-- Lilies (Lilium spp.),1293,Crude Organic Materials nes,
060319,-- Other,060319,-- Other,1293,Crude Organic Materials nes,
060390,- Other,060390,- Other,1293,Crude Organic Materials nes,
"060410
060491","-Mosses and lichens
-- Fresh (Other)",060420,"- Fresh (Foliage, branches and other parts of plants,….)",1293,Crude Organic Materials nes,
"060410
060499","-Mosses and lichens
-- Other (Other)",060490,"- Other (Foliage, branches and other parts of plants,….)",1293,Crude Organic Materials nes,
070110,- Seed,070110,- Seed,0116,Potatoes,
070190,- Other,070190,- Other,0116,Potatoes,
070200,"Tomatoes, fresh or chilled.",070200,"Tomatoes, fresh or chilled.",0388,"Tomatoes, fresh",
070310,- Onions and shallots,070310,- Onions and shallots,0402,"Onions, shallots (green)",
070310,- Onions and shallots,070310,- Onions and shallots,0403,"Onions, dry",
070320,- Garlic,070320,- Garlic,0406,Garlic,
070390,- Leeks and other alliaceous vegetables,070390,- Leeks and other alliaceous vegetables,0407,Leeks and other alliaceous vegetables,
070410,- Cauliflowers and headed broccoli,070410,- Cauliflowers and headed broccoli,0393,Cauliflowers and broccoli,
070420,- Brussels sprouts,070420,- Brussels sprouts,0358,Cabbages,
070490,- Other,070490,- Other,0358,Cabbages,
070511,-- Cabbage lettuce (head lettuce),070511,-- Cabbage lettuce (head lettuce),0372,Lettuce and chicory,
070519,-- Other,070519,-- Other,0372,Lettuce and chicory,
070521,-- Witloof chicory (Cichorium intybus var. foliosum),070521,-- Witloof chicory (Cichorium intybus var. foliosum),0372,Lettuce and chicory,
070529,-- Other,070529,-- Other,0372,Lettuce and chicory,
070610,- Carrots and turnips,070610,- Carrots and turnips,0426,Carrot,
070690,- Other,070690,- Other,0463,"Vegetables, Fresh n.e.s.",
070700,"Cucumbers and gherkins, fresh or chilled.",070700,"Cucumbers and gherkins, fresh or chilled.",0397,Cucumbers and gherkins,
070810,- Peas (Pisum sativum),070810,- Peas (Pisum sativum),0417,"Peas, green",
070820,"- Beans (Vigna spp., Phaseolus spp.)",070820,"- Beans (Vigna spp., Phaseolus spp.)",0414,"Beans, green",
070820,"- Beans (Vigna spp., Phaseolus spp.)",070820,"- Beans (Vigna spp., Phaseolus spp.)",0423,String Beans,
070890,- Other leguminous vegetables,070890,- Other leguminous vegetables,0420,"Broad Beans, Green",
070920,- Asparagus,070920,- Asparagus,0367,Asparagus,
070930,- Aubergines (egg-plants),070930,- Aubergines (egg-plants),0399,Eggplants,
070940,- Celery other than celeriac,070940,- Celery other than celeriac,0463,"Vegetables, Fresh n.e.s.",
070951,-- Mushrooms of the genus Agaricus,070951,-- Mushrooms of the genus Agaricus,0449,Mushrooms,
070959,-- Other,070959,-- Other,0449,Mushrooms,
070960,Fruits of the genus Capsicum or of the genus Pimenta,070960,Fruits of the genus Capsicum or of the genus Pimenta,0401,Chillies and peppers (green),
070970,"- Spinach, New Zealand spinach and orache spinach (garden spinach)",070970,"- Spinach, New Zealand spinach and orache spinach (garden spinach)",0373,Spinach,
070990,- Other,070991,-- Globe artichokes,0366,Artichokes,
070990,- Other,070992,-- Olives,0260,Olives,
070990,- Other,070993,"-- Pumpkins, squash and gourds (Cucurbita spp.)",0394,"Pumpkins, squash and gourds",
070990,- Other,070999,-- Other,0378,Cassava leaves,
070990,- Other,070999,-- Other,0430,Okra,
070990,- Other,070999,-- Other,0446,Green Corn (Maize),
070990,- Other,070999,-- Other,0463,"Vegetables, Fresh n.e.s.",
071010,- Potatoes,071010,- Potatoes,0118,Frozen Potatoes,
071021,-- Peas (Pisum sativum),071021,-- Peas (Pisum sativum),0473,"Vegetables, Frozen",
071022,"-- Beans (Vigna spp., Phaseolus spp.)",071022,"-- Beans (Vigna spp., Phaseolus spp.)",0473,"Vegetables, Frozen",
071029,-- Other,071029,-- Other,0473,"Vegetables, Frozen",
071030,"- Spinach, New Zealand spinach and orache spinach (garden spinach)",071030,"- Spinach, New Zealand spinach and orache spinach (garden spinach)",0473,"Vegetables, Frozen",
071040,- Sweet corn,071040,- Sweet corn,0447,"Sweet Corn, Frozen",
071080,- Other vegetables,071080,- Other vegetables,0473,"Vegetables, Frozen",
071090,- Mixtures of vegetables,071090,- Mixtures of vegetables,0473,"Vegetables, Frozen",
071120,- Olives,071120,- Olives,0262,"Olives, Preserved",
071140,- Cucumbers and gherkins,071140,- Cucumbers and gherkins,0474,"Vegetables, Temporarily Preserved",
071151,-- Mushrooms of the genus Agaricus,071151,-- Mushrooms of the genus Agaricus,0474,"Vegetables, Temporarily Preserved",
071159,-- Other,071159,-- Other,0474,"Vegetables, Temporarily Preserved",
071190,- Other vegetables; mixtures of vegetables,071190,- Other vegetables; mixtures of vegetables,0474,"Vegetables, Temporarily Preserved",
071220,- Onions,071220,- Onions,0469,"Vegetables, Dehydrated",
071231,-- Mushrooms of the genus Agaricus,071231,-- Mushrooms of the genus Agaricus,0450,Dried Mushrooms,
071232,-- Wood ears (Auricularia spp.),071232,-- Wood ears (Auricularia spp.),0450,Dried Mushrooms,
071233,-- Jelly fungi (Tremella spp.),071233,-- Jelly fungi (Tremella spp.),0450,Dried Mushrooms,
071239,-- Other,071239,-- Other,0450,Dried Mushrooms,
071290,- Other vegetables; mixtures of vegetables,071290,- Other vegetables; mixtures of vegetables,0469,"Vegetables, Dehydrated",
071310,- Peas (Pisum sativum),071310,- Peas (Pisum sativum),0187,"Peas, dry",
071320,- Chickpeas (garbanzos),071320,- Chickpeas (garbanzos),0191,"Chick-peas, dry",
071331,-- Beans of the species Vigna mungo (L.) Hepper or Vigna radiata (L.) Wilczek,071331,-- Beans of the species Vigna mungo (L.) Hepper or Vigna radiata (L.) Wilczek,0176,"Beans, dry",
071332,-- Small red (Adzuki) beans (Phaseolus or Vigna angularis),071332,-- Small red (Adzuki) beans (Phaseolus or Vigna angularis),0176,"Beans, dry",
071333,"-- Kidney beans, including white pea beans (Phaseolus vulgaris)",071333,"-- Kidney beans, including white pea beans (Phaseolus vulgaris)",0176,"Beans, dry",
071339,- Other,071334,-- Bambara Beans (Vigna subterranea or Voandzeia subterranea),0203,Bambara beans,
071339,-- Other,071335,-- Cow Peas (Vigna unguiculata),0195,"Cow peas, dry",
071339,-- Other,071339,-- Other,0176,"Beans, dry",
071340,- Lentils,071340,- Lentils,0201,"Lentils, dry",
071350,"- Broad beans (Vicia faba var. major) and horse beans (Vicia faba var. equina, Vicia faba var. minor)",071350,"- Broad beans (Vicia faba var. major) and horse beans (Vicia faba var. equina, Vicia faba var. minor)",0181,"Broad beans, dry",
071390,- Other,071360,- Pigeon Peas (Cajanus cajan),0197,Pigeon peas,
071390,- Other,071390,- Other,0211,Pulses nes,
071410,- Manioc (cassava),071410,- Manioc (cassava),0125,Cassava,
071410,- Manioc (cassava),071410,- Manioc (cassava),0128,"Cassava, Dried",
071420,- Sweet potatoes,071420,- Sweet potatoes,0122,Sweet potatoes,
071490,- Other,071430,- Yams (Dioscorea spp.),0137,Yams,
071490,- Other,071440,- Taro (Colocasia spp.),0136,Taro (Cocoyam),
071490,- Other,071450,- Yautia (Xanthosoma spp.),0135,Yautia (Cocoyam),
071490,- Other,071490,- Other,0149,Roots and tubers nes,
071490,- Other,071490,- Other,0151,"Roots and Tubers, Dried nes",
080111,-- Desiccated,080111,-- Desiccated,0250,"Coconuts, Desiccated",
080119,-- Other,080112,-- In the inner shell (endocarp),0249,Coconuts,
080119,-- Other,080119,-- Other,0249,Coconuts,
080121,-- In shell,080121,-- In shell,0216,Brazil nuts,
080122,-- Shelled,080122,-- Shelled,0229,"Brazil Nuts, Shelled",
080131,-- In shell,080131,-- In shell,0217,Cashew nuts,
080132,-- Shelled,080132,-- Shelled,0230,"Cashew Nuts, Shelled",
080211,-- In shell,080211,-- In shell,0221,Almonds,
080212,-- Shelled,080212,-- Shelled,0231,"Almonds, Shelled",
080221,-- In shell,080221,-- In shell,0225,Hazelnuts (Filberts),
080222,-- Shelled,080222,-- Shelled,0233,"Hazelnuts, Shelled",
080231,-- In shell,080231,-- In shell,0222,Walnuts,
080232,-- Shelled,080232,-- Shelled,0232,"Walnuts, Shelled",
080240,- Chestnuts (Castanea spp.),080241,-- in shell (Chestnuts (Castanea spp.)),0220,Chestnuts,
080240,- Chestnuts (Castanea spp.),080242,-- shelled (Chestnuts (Castanea spp.)),0220,Chestnuts,
080250,- Pistachios,080251,-- in shell (Pistachios),0223,Pistachios,
080250,- Pistachios,080252,-- shelled (Pistachios),0223,Pistachios,
080260,- Macadamia nuts,080261,-- in shell (Macadamia nuts),0234,Nuts nes,
080260,- Macadamia nuts,080262,-- shelled (Macadamia nuts),0234,Nuts nes,
080290,- Other,080270,- Kola nuts (Cola spp.),0224,Kolanuts,
080290,- Other,080280,- Areca nuts,0226,Areca nuts,
080290,- Other,080290,- Other,0234,Nuts nes,
080300,"Bananas, including plantains, fresh or dried",080300,"Bananas, including plantains, fresh or dried",0604,"Fruit, tropical (Dried) nes",
080300,"Bananas, including plantains, fresh or dried.",080310,- Plantains,0489,Plantains,
080300,"Bananas, including plantains, fresh or dried.",080390,- Other (Bananas),0486,Bananas,
080410,- Dates,080410,- Dates,0577,Dates,
080420,- Figs,080420,- Figs,0569,Figs,
080420,- Figs,080420,- Figs,0570,"Figs, Dried",
080430,- Pineapples,080430,- Pineapples,0574,Pineapples,
080430,- Pineapples,080430,- Pineapples,0604,"Fruit, tropical (Dried) nes",
080440,- Avocados,080440,- Avocados,0572,Avocados,
080440,- Avocados,080440,- Avocados,0604,"Fruit, tropical (Dried) nes",
080450,"- Guavas, mangoes and mangosteens",080450,"- Guavas, mangoes and mangosteens",0571,Mangoes,
080450,"- Guavas, mangoes and mangosteens",080450,"- Guavas, mangoes and mangosteens",0603,"Fruit, tropical (fresh) nes",
080450,"- Guavas, mangoes and mangosteens",080450,"- Guavas, mangoes and mangosteens",0604,"Fruit, tropical (Dried) nes",
080510,- Oranges,080510,- Oranges,0490,Oranges,
080520,"- Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",080520,"- Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",0495,"Tangerines, mandarins, clementines, satsumas",
080540,- Grapefruit,080540,- Grapefruit,0507,Grapefruit and pomelo,
080550,"- Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",080550,"- Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",0497,Lemons and limes,
080590,- Other,080590,- Other,0512,Citrus fruit nes,
080610,- Fresh,080610,- Fresh,0560,Grapes,
080620,- Dried,080620,- Dried,0561,Raisins,
080711,-- Watermelons,080711,-- Watermelons,0567,Watermelons,
080719,-- Other,080719,-- Other,0568,"Melons, Cantaloupes",
080720,- Papaws (papayas),080720,- Papaws (papayas),0600,Papayas,
080810,- Apples,080810,- Apples,0515,Apples,
080820,- Pears and quinces,080830,- Pears,0521,Pears,
080820,- Pears and quinces,080840,- Quinces,0523,Quinces,
080910,- Apricots,080910,- Apricots,0526,Apricots,
080920,- Cherries,080921,-- Sour Cherries (Prunus cerasus),0530,Sour cherries,
080920,- Cherries,080929,-- Other,0531,Cherries,
080930,"- Peaches, including nectarines",080930,"- Peaches, including nectarines",0534,Peaches and nectarines,
080940,- Plums and sloes,080940,- Plums and sloes,0536,Plums,
081010,- Strawberries,081010,- Strawberries,0544,Strawberries,
081020,"- Raspberries, blackberries, mulberries and loganberries",081020,"- Raspberries, blackberries, mulberries and loganberries",0547,Raspberries,
081020,"- Raspberries, blackberries, mulberries and loganberries",081020,"- Raspberries, blackberries, mulberries and loganberries",0558,Berries nes,
081090,- Other,081030,"- Black, white or red currants and gooseberries",0549,Gooseberries,
081090,- Other,081030,"- Black, white or red currants and gooseberries",0550,Currants,
081040,"- Cranberries, bilberries and other fruits of the genus Vaccinium",081040,"- Cranberries, bilberries and other fruits of the genus Vaccinium",0552,Blueberries,
081040,"- Cranberries, bilberries and other fruits of the genus Vaccinium",081040,"- Cranberries, bilberries and other fruits of the genus Vaccinium",0554,Cranberries,
081040,"- Cranberries, bilberries and other fruits of the genus Vaccinium",081040,"- Cranberries, bilberries and other fruits of the genus Vaccinium",0558,Berries nes,
081050,- Kiwifruit,081050,- Kiwifruit,0592,Kiwi fruit,
081060,- Durians,081060,- Durians,0603,"Fruit, tropical (fresh) nes",
081090,- Other,081070,- Persimmons,0587,Persimmons,
081090,- Other,081090,- Other,0541,"Stone fruit, fresh nes",
081090,- Other,081090,- Other,0542,Pome fruit nes,
081090,- Other,081090,- Other,0591,Cashewapple,
081090,- Other,081090,- Other,0603,"Fruit, tropical (fresh) nes",
081090,- Other,081090,- Other,0619,"Fruit, fresh nes",
081110,- Strawberries,081110,- Strawberries,0623,"Fruit, prepared nes",
081120,"- Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",081120,"- Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",0623,"Fruit, prepared nes",
081190,- Other,081190,- Other,0235,Prepared Nuts,
081190,- Other,081190,- Other,0623,"Fruit, prepared nes",
081210,- Cherries,081210,- Cherries,0623,"Fruit, prepared nes",
081290,- Other,081290,- Other,0235,Prepared Nuts,
081290,- Other,081290,- Other,0623,"Fruit, prepared nes",
081310,- Apricots,081310,- Apricots,0527,"Apricots, Dried",
081320,- Prunes,081320,- Prunes,0537,"Plums, dried",
081330,- Apples,081330,- Apples,0620,"Fruit, dried nes",
081340,- Other fruit,081340,- Other fruit,0604,"Fruit, tropical (Dried) nes",
081340,- Other fruit,081340,- Other fruit,0620,"Fruit, dried nes",
081350,- Mixtures of nuts or dried fruits of this Chapter,081350,- Mixtures of nuts or dried fruits of this Chapter,0604,"Fruit, tropical (Dried) nes",
081350,- Mixtures of nuts or dried fruits of this Chapter,081350,- Mixtures of nuts or dried fruits of this Chapter,0620,"Fruit, dried nes",
081400,"- Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",081400,"- Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",0623,"Fruit, prepared nes",
090111,-- Not decaffeinated,090111,-- Not decaffeinated,0656,Coffee green,
090112,-- Decaffeinated,090112,-- Decaffeinated,0657,"Coffee, Roasted",
090121,-- Not decaffeinated,090121,-- Not decaffeinated,0657,"Coffee, Roasted",
090122,-- Decaffeinated,090122,-- Decaffeinated,0657,"Coffee, Roasted",
090190,- Other,090190,- Other,0658,Coffee Substitutes,
090190,- Other,090190,- Other,0660,Coffee Husks and Skins,
090210,- Green tea (not fermented) in immediate packings of a content not exceeding 3 kg,090210,- Green tea (not fermented) in immediate packings of a content not exceeding 3 kg,0667,Tea,
090220,- Other green tea (not fermented),090220,- Other green tea (not fermented),0667,Tea,
090230,"- Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",090230,"- Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",0667,Tea,
090240,- Other black tea (fermented) and other partly fermented tea,090240,- Other black tea (fermented) and other partly fermented tea,0667,Tea,
090300,Mati.,090300,Mati.,0671,Mate,
090411,-- Neither crushed nor ground,090411,-- Neither crushed nor ground,0687,Pepper,
090412,-- Crushed or ground,090412,-- Crushed or ground,0687,Pepper,
090420,"Fruits of the genus Capsicum or of the genus Pimenta, dried or crushed or ground",090421,"-- Dried, neither crushed nor ground (Fruits of the genus Capsicum or of the genus Pimenta)",0689,Pimento,
090420,"Fruits of the genus Capsicum or of the genus Pimenta, dried or crushed or ground",090422,-- Crushed or ground (Fruits of the genus Capsicum or of the genus Pimenta),0689,Pimento,
090500,Vanilla.,090510,- Neither crushed nor ground (vanilla),0692,Vanilla,
090500,Vanilla.,090520,- Crushed or ground (vanilla),0692,Vanilla,
090611,-- Cinnamon (Cinnamomum zeylanicum Blume),090611,-- Cinnamon (Cinnamomum zeylanicum Blume),0693,Cinnamon (canella),
090619,-- Other,090619,-- Other,0693,Cinnamon (canella),
090620,- Crushed or ground,090620,- Crushed or ground,0693,Cinnamon (canella),
090700,"Cloves (whole fruit, cloves and stems).",090710,- Neither crushed nor ground (Cloves),0698,Cloves,
090700,"Cloves (whole fruit, cloves and stems).",090720,- crushed or ground (Cloves),0698,Cloves,
090810,- Nutmeg,090811,-- Neither crushed nor ground (Nutmeg),0702,"Nutmeg, mace, cardamoms",
090810,- Nutmeg,090812,-- crushed or ground (Nutmeg),0702,"Nutmeg, mace, cardamoms",
090820,- Mace,090821,-- Neither crushed nor ground (Mace),0702,"Nutmeg, mace, cardamoms",
090820,- Mace,090822,-- crushed or ground (Mace),0702,"Nutmeg, mace, cardamoms",
